Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-03-22 00:00:00-04:00,9.949999809265137,9.960000038146973,9.520000457763672,9.960000038146973,275400,0.0,0.0
2021-03-29 00:00:00-04:00,9.699999809265137,9.979999542236328,9.5,9.770000457763672,336400,0.0,0.0
2021-04-05 00:00:00-04:00,9.819999694824219,10.0,9.770000457763672,9.875,779400,0.0,0.0
2021-04-12 00:00:00-04:00,9.880000114440918,9.989999771118164,9.819999694824219,9.829999923706055,885800,0.0,0.0
2021-04-19 00:00:00-04:00,9.850000381469727,10.0,9.739999771118164,9.8100004196167,1210500,0.0,0.0
2021-04-26 00:00:00-04:00,9.789999961853027,9.869999885559082,9.75,9.829999923706055,1295400,0.0,0.0
2021-05-03 00:00:00-04:00,9.869999885559082,9.869999885559082,9.800000190734863,9.824999809265137,3115300,0.0,0.0
2021-05-10 00:00:00-04:00,9.880000114440918,9.895000457763672,9.760000228881836,9.819999694824219,2741200,0.0,0.0
2021-05-17 00:00:00-04:00,9.819999694824219,9.819999694824219,9.75,9.779999732971191,1638900,0.0,0.0
2021-05-24 00:00:00-04:00,9.760000228881836,9.859999656677246,9.760000228881836,9.770000457763672,436600,0.0,0.0
2021-05-31 00:00:00-04:00,9.770000457763672,9.859999656677246,9.760000228881836,9.770000457763672,2263200,0.0,0.0
2021-06-07 00:00:00-04:00,9.8100004196167,9.84000015258789,9.770000457763672,9.800000190734863,2658500,0.0,0.0
2021-06-14 00:00:00-04:00,9.8100004196167,9.819999694824219,9.75,9.75,263700,0.0,0.0
2021-06-21 00:00:00-04:00,9.789999961853027,9.869999885559082,9.75,9.869999885559082,2483200,0.0,0.0
2021-06-28 00:00:00-04:00,9.84000015258789,9.859999656677246,9.720000267028809,9.75,986000,0.0,0.0
2021-07-05 00:00:00-04:00,9.729999542236328,9.819000244140625,9.729999542236328,9.800000190734863,298000,0.0,0.0
2021-07-12 00:00:00-04:00,9.84000015258789,9.84000015258789,9.739999771118164,9.760000228881836,489800,0.0,0.0
2021-07-19 00:00:00-04:00,9.760000228881836,9.789999961853027,9.729999542236328,9.760000228881836,340000,0.0,0.0
2021-07-26 00:00:00-04:00,9.770000457763672,9.779999732971191,9.729999542236328,9.779999732971191,433000,0.0,0.0
2021-08-02 00:00:00-04:00,9.779999732971191,9.779999732971191,9.680000305175781,9.770000457763672,379200,0.0,0.0
2021-08-09 00:00:00-04:00,9.739999771118164,9.789999961853027,9.680000305175781,9.710000038146973,183200,0.0,0.0
2021-08-16 00:00:00-04:00,9.720000267028809,9.729999542236328,9.65999984741211,9.670000076293945,482200,0.0,0.0
2021-08-23 00:00:00-04:00,9.670000076293945,9.699999809265137,9.65999984741211,9.699999809265137,656000,0.0,0.0
2021-08-30 00:00:00-04:00,9.680000305175781,9.729999542236328,9.65999984741211,9.720000267028809,2856200,0.0,0.0
2021-09-06 00:00:00-04:00,9.720000267028809,9.789999961853027,9.699999809265137,9.760000228881836,5388600,0.0,0.0
2021-09-13 00:00:00-04:00,9.760000228881836,9.789999961853027,9.720000267028809,9.739999771118164,2496000,0.0,0.0
2021-09-20 00:00:00-04:00,9.720000267028809,9.770000457763672,9.699999809265137,9.75,768500,0.0,0.0
