Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1999-11-15 00:00:00-05:00,27.80635888459896,30.556441199882226,24.330565653582756,24.674325942993164,77780526,0.0,0.0
1999-11-22 00:00:00-05:00,25.247254547206598,26.88966371584557,24.445148388161844,25.17086410522461,19126178,0.0,0.0
1999-11-29 00:00:00-05:00,25.056279790486663,27.92094433277243,24.788909970046056,27.195228576660156,17453611,0.0,0.0
1999-12-06 00:00:00-05:00,27.653570273441748,28.379284245989485,27.080637160656767,27.348005294799805,10048404,0.0,0.0
1999-12-13 00:00:00-05:00,27.806349553932826,28.875825288880144,25.056273050138014,28.073720932006836,15559180,0.0,0.0
1999-12-20 00:00:00-05:00,28.2647089231433,30.556442079073836,28.11192475727747,30.403657913208008,7521521,0.0,0.0
1999-12-27 00:00:00-05:00,30.518237594018718,48.8902918460294,30.2890630320667,47.24788284301758,24710488,0.0,0.0
2000-01-03 00:00:00-05:00,48.126381536479116,48.240968818768145,35.52185218525165,39.72336196899414,20552138,0.0,0.0
2000-01-10 00:00:00-05:00,42.16787458701345,42.66441725566514,39.15042499081708,41.785919189453125,7885558,0.0,0.0
2000-01-17 00:00:00-05:00,41.938708129362745,44.53600598527778,40.601863980197926,42.015098571777344,8652921,0.0,0.0
2000-01-24 00:00:00-05:00,41.86231214284438,43.886676523874485,40.60185860302438,41.59494400024414,6749823,0.0,0.0
2000-01-31 00:00:00-05:00,41.28938103088286,47.51525534299807,39.57058155411516,46.59856033325195,7315035,0.0,0.0
2000-02-07 00:00:00-05:00,47.477050300128916,50.22712833642667,45.720054279071846,46.06381607055664,5445351,0.0,0.0
2000-02-14 00:00:00-05:00,45.98743052008388,59.27947631366961,45.720059123117856,57.293312072753906,9661998,0.0,0.0
2000-02-21 00:00:00-05:00,58.668330594376386,70.54714207809226,55.00156482090126,66.07826232910156,8922596,0.0,0.0
2000-02-28 00:00:00-05:00,66.07828689895382,68.29363243890951,60.04339334444633,66.00189971923828,6075428,0.0,0.0
2000-03-06 00:00:00-05:00,69.05752990066826,99.00283030401381,68.75196168659627,86.78025817871094,22352203,0.0,0.0
