Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2001-11-26 00:00:00-05:00,12.009392690418567,12.978277846495825,11.985468765713467,12.79885482788086,536400,0.0,0.0
2001-12-03 00:00:00-05:00,12.768952167773255,13.262366205677301,11.871836046331936,13.157703399658203,1193400,0.0,0.0
2001-12-10 00:00:00-05:00,13.127797854746454,13.196576899007127,12.126019024576172,12.227691650390625,959400,0.0,0.0
2001-12-17 00:00:00-05:00,12.257595391888588,13.725875865654,12.182836005535199,13.5584135055542,1122000,0.0,0.0
2001-12-24 00:00:00-05:00,13.546453376113988,14.249193860868905,13.51654910702226,14.069770812988281,1073400,0.0,0.0
2001-12-31 00:00:00-05:00,14.084726335632878,14.877178131243275,12.26059023797783,12.709148406982422,824400,0.0,0.0
2002-01-07 00:00:00-05:00,12.709145063820838,13.232462504814409,11.916691765552967,13.008183479309082,1660800,0.0,0.0
2002-01-14 00:00:00-05:00,13.008183553546402,14.3538577142581,12.828760503229494,14.14453125,1900500,0.0,0.0
2002-01-21 00:00:00-05:00,14.147522093744163,14.147522093744163,13.66606872191791,14.02491569519043,383400,0.0,0.0
2002-01-28 00:00:00-05:00,14.069768906830333,14.26414363514484,13.689989959712602,14.084720611572266,216000,0.0,0.0
2002-02-04 00:00:00-05:00,14.054814908886952,14.054814908886952,13.097891417076276,13.396929740905762,393900,0.0,0.0
2002-02-11 00:00:00-05:00,13.367031102728616,13.81558920490819,13.27731999562671,13.337127685546875,185400,0.0,0.0
2002-02-18 00:00:00-05:00,13.367030332785031,13.681021328447462,13.097896171424814,13.426838874816895,276300,0.0,0.0
2002-02-25 00:00:00-05:00,13.396934039703176,13.63616477553093,13.023136228861459,13.127799034118652,483300,0.0,0.0
2002-03-04 00:00:00-05:00,13.097897352426056,13.217511880605194,12.11705035023539,12.410107612609863,17564700,0.0,0.0
2002-03-11 00:00:00-05:00,12.410109714430762,13.29227438833512,12.260590887216258,13.262370109558105,10011900,0.0,0.0
2002-03-18 00:00:00-05:00,13.157707284021468,13.486649217509756,13.08294701479321,13.232466697692871,4229400,0.0,0.0
2002-03-25 00:00:00-05:00,13.157706113763252,13.770735646904559,13.082945851184238,13.755783081054688,2745000,0.0,0.0
2002-04-01 00:00:00-05:00,13.755784376520698,13.779707457465337,13.065004344798153,13.307226181030273,4824300,0.0,0.0
2002-04-08 00:00:00-04:00,13.30722383977718,14.353859730296898,13.142752473330415,14.234244346618652,3261000,0.0,0.0
2002-04-15 00:00:00-04:00,14.443564586030174,14.966880990353951,14.323949261232233,14.95193099975586,3513300,0.0,0.0
2002-04-22 00:00:00-04:00,15.02669482954959,17.194726567589914,14.847270923258948,16.970447540283203,6954000,0.0,0.0
2002-04-29 00:00:00-04:00,17.015302014800568,18.002130039678065,16.746167876703577,17.610387802124023,3463200,0.0,0.0
2002-05-06 00:00:00-04:00,17.583474809961146,18.21145501428397,17.463859451465698,17.616369247436523,2469900,0.0,0.0
2002-05-13 00:00:00-04:00,17.583476526887093,18.59721700301109,17.386109882763087,18.268274307250977,2252100,0.0,0.0
2002-05-20 00:00:00-04:00,18.286229513819958,18.390893248004847,16.823928263193558,17.762910842895508,12273900,0.0,0.0
2002-05-27 00:00:00-04:00,17.732993286932157,17.732993286932157,16.387319242786077,17.284435272216797,4451100,0.0,0.0
2002-06-03 00:00:00-04:00,17.284433149793966,17.942318385407276,16.835875190158784,17.149866104125977,5690700,0.0,0.0
2002-06-10 00:00:00-04:00,17.568524967343496,17.747948897148035,16.731217287520277,17.34424591064453,5447700,0.0,0.0
2002-06-17 00:00:00-04:00,17.49377112003354,18.46863717966765,17.419012555134948,18.24435806274414,6123000,0.0,0.0
2002-06-24 00:00:00-04:00,18.22641006269827,18.331072013525763,15.878956089332782,16.300600051879883,6957300,0.0,0.0
2002-07-01 00:00:00-04:00,16.267706817158945,16.37237048685691,14.174435989869645,15.056599617004395,7868700,0.0,0.0
2002-07-08 00:00:00-04:00,15.056596397517692,15.654674871082495,13.426836578169096,14.506365776062012,7613100,0.0,0.0
